"voxel_id","lon","lat","PC1","PC2","PC3","bin_PC1","bin_PC2","bin_PC3"
"1_1_6",6.37262,45.14335,-10.9800808373708,-4.54017022644343,-1.30162582448267,1,1,6
"1_1_6",6.62682,45.13537,-10.7892932924966,-4.49783260149798,-1.28469785607521,1,1,6
"1_1_6",6.40303,45.11989,-10.9800808373708,-4.54017022644343,-1.30162582448267,1,1,6
"5_4_6",6.52242,45.49925,-2.65541676035316,-1.20770107994771,-1.65816349814479,5,4,6
"5_4_6",6.55296,45.47575,-2.65541676035316,-1.20770107994771,-1.65816349814479,5,4,6
"2_2_6",6.63267,45.22532,-8.10450433907477,-3.48791047891048,-1.61636973592164,2,2,6
"2_2_6",6.66301,45.20179,-8.10450433907477,-3.48791047891048,-1.61636973592164,2,2,6
"6_5_7",6.36443,46.47373,0.0982173984891553,-0.181541821052893,-0.453870689084928,6,5,7
"6_5_7",6.49305,46.56484,-0.783560425038351,-0.317546848608828,-0.484079761918264,6,5,7
"6_5_7",6.95196,46.29786,-0.329970273037317,0.341096386358914,-0.407101161449416,6,5,7
"6_5_7",6.55532,46.74526,-1.21919374550642,-0.0111025457541257,-0.0747998478527819,6,5,7
"6_5_7",6.49384,46.51986,-0.783560425038351,-0.317546848608828,-0.484079761918264,6,5,7
"7_4_8",2.08636,49.43619,0.766048262020113,-1.17129253728323,0.624366748334416,7,4,8
"7_4_8",2.03115,49.46495,0.718878077590883,-1.34460157638728,0.559088942823837,7,4,8
"7_4_8",2.15325,49.42296,0.766048262020113,-1.17129253728323,0.624366748334416,7,4,8
"7_4_8",2.03325,49.4251,0.718878077590883,-1.34460157638728,0.559088942823837,7,4,8
"7_4_8",2.16767,49.45073,0.754293729245372,-1.14762738772588,0.613361050471864,7,4,8
"7_6_8",9.124806,49.124906,0.897405452280925,1.30361485409364,0.852148140864612,7,6,8
"7_6_8",7.38484,48.10992,0.958306352099774,1.38502051105712,0.892385391768498,7,6,8
"7_6_8",9.208141,49.124902,0.969193559836884,1.3752202514636,0.819510301021684,7,6,8
"7_6_8",8.624789,49.474899,0.959943014481848,1.37968552081597,0.822354701134888,7,6,8
"7_6_8",9.124806,49.074902,0.573659315456301,1.21497383309191,0.797868258635677,7,6,8
"6_4_7",6.13252,47.67343,0.0141231161248305,-1.36307027947855,-0.575072687316507,6,4,7
"6_4_7",6.12725,47.58349,0.110814974055095,-1.37811982031769,-0.582578711204233,6,4,7
"9_1_9",6.1393,43.25856,4.80069999001225,-4.04486778525026,1.00713881234471,9,1,9
"6_4_9",3.37478,49.85803,0.0160874561404657,-0.73997528903248,1.04061023841198,6,4,9
"6_3_8",3.9247,49.83523,-0.491146082522613,-1.67619677057527,0.071137091404039,6,3,8
"6_4_8",3.86694,49.73916,0.156492121343833,-0.79873836141798,0.530109379685695,6,4,8
"4_1_7",7.06302,44.12874,-4.93630380974067,-3.64896833366772,-0.825353301485771,4,1,7
"4_1_7",7.18119,44.03416,-3.39320929936784,-3.62679788438702,-0.590102753066333,4,1,7
"5_1_7",7.30576,44.02932,-2.57563459608612,-3.67861626955497,-0.357588833353501,5,1,7
"5_1_7",7.29447,44.03691,-2.57563459608612,-3.67861626955497,-0.357588833353501,5,1,7
"6_2_8",-0.3028,48.62016,0.239474290551045,-3.15197451320673,0.0548063861413948,6,2,8
"4_1_8",7.67933,44.01397,-3.33526757809158,-3.91400270382424,0.0746190586555295,4,1,8
