"input_search","acceptedScientificName","acceptedTaxonKey","basisOfRecord","coordinateUncertaintyInMeters","country","countryCode","datasetKey","degreeOfEstablishment","establishmentMeans","individualCount","institutionCode","occurrenceStatus","publishingOrgKey","scientificName","taxonKey","taxonomicStatus","taxonRank","year","occurrence_type","lon","lat"
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",NA,"Spain","ES","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,"native",-2.624677,36.886575
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",NA,"Spain","ES","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,"native",-2.847705,36.987705
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",NA,"Spain","ES","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,"native",-2.85167,36.986348
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",NA,"Spain","ES","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,"native",-2.557798,36.858692
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",NA,"Spain","ES","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,"native",-2.688212,37.00211
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",8,"France","FR","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,"native",3.39351,43.544713
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",8,"Spain","ES","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,"native",-4.663666,40.656752
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",NA,"Spain","ES","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,"native",-1.680138,40.870474
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",4,"Spain","ES","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,"native",-3.122804,37.320163
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",NA,"France","FR","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,NA,6.611468,43.169478
"Linaria arvensis","Linaria arvensis (L.) Desf.",5562956,"HUMAN_OBSERVATION",NA,"France","FR","50c9509d-22c7-4a22-a47d-8c48425ef4a7",NA,NA,NA,"iNaturalist","PRESENT","28eb1a3f-1c15-4a95-931a-4af90ecb574d","Linaria arvensis (L.) Desf.",5562956,"ACCEPTED","SPECIES",2025,"native",3.424201,43.357361
